Area Type,Area Name,Date,Industry Title,Seasonally Adjusted (Y/N),Current Employment
County,Ventura County,10/1/2012,Real Estate and Rental and Leasing,N,4300
County,Ventura County,10/1/2012,Other Services,N,9500
County,Ventura County,10/1/2012,      Leisure and Hospitality,N,33100
County,Ventura County,10/1/2012,Construction,N,12100
County,Ventura County,10/1/2012,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9500
County,Ventura County,10/1/2012,      Professional and Business Services,N,42200
County,Ventura County,10/1/2012,          Insurance Carriers and Related Activities,N,4700
County,Ventura County,10/1/2012,"        Professional, Scientific, and Technical Services",N,15900
County,Ventura County,10/1/2012,      Private Education and Health Services,N,39000
County,Ventura County,10/1/2012,Employment Services,N,8500
County,Ventura County,10/1/2012,        Finance and Insurance,N,15100
County,Ventura County,10/1/2012,Management of Companies and Enterprises,N,7500
County,Ventura County,10/1/2012,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,10/1/2012,Government,N,43800
County,Ventura County,10/1/2012,        Accommodation and Food Services,N,28000
County,Ventura County,10/1/2012,Federal Government,N,7200
County,Ventura County,10/1/2012,      Mining and Logging,N,1200
County,Ventura County,10/1/2012,"     Mining, Logging and Construction",N,13300
County,Ventura County,10/1/2012,Goods Producing,N,37600
County,Ventura County,10/1/2012,"Trade, Transportation, and Utilities",N,55300
County,Ventura County,10/1/2012,Specialty Trade Contractors,N,8300
County,Ventura County,10/1/2012,Retail Trade,N,37200
County,Ventura County,10/1/2012,      Information,N,5500
County,Ventura County,10/1/2012,"        Transportation, Warehousing, and Utilities",N,5800
County,Ventura County,10/1/2012,          Transportation and Warehousing,N,4700
County,Ventura County,10/1/2012,      Financial Activities,N,19400
County,Ventura County,10/1/2012,Total Private,N,241600
County,Ventura County,10/1/2012,Total Nonfarm,N,285400
County,Ventura County,10/1/2012,Total Farm,N,28000
County,Ventura County,10/1/2012,"Total, All Industries",N,313400
County,Ventura County,10/1/2012,Service-Providing,N,247800
County,Ventura County,10/1/2012,          Computer and Electronic Product Manufacturing,N,5300
County,Ventura County,10/1/2012,Durable Goods,N,18200
County,Ventura County,10/1/2012,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,5100
County,Ventura County,10/1/2012,Manufacturing,N,24300
County,Ventura County,10/1/2012,          Food and Beverage Retailers,N,7700
County,Ventura County,10/1/2012,Wholesale Trade,N,12300
County,Ventura County,10/1/2012,General Merchandise Retailers,N,6400
County,Ventura County,10/1/2012,Private Service Providing,N,204000
County,Ventura County,10/1/2012,Chemical Manufacturing,N,1900
County,Ventura County,10/1/2012,Non-durable Goods,N,6100
County,Ventura County,10/1/2012,Total Nonfarm,Y,283600
County,Ventura County,11/1/2012,Total State and Local Government,N,37300
County,Ventura County,11/1/2012,Special Districts plus Tribes,N,2100
County,Ventura County,11/1/2012,State Government,N,2800
County,Ventura County,11/1/2012,County Government,N,8700
County,Ventura County,11/1/2012,Department of Defense,N,4900
County,Ventura County,11/1/2012,Local Government,N,34500
County,Ventura County,11/1/2012,City Government,N,4300
County,Ventura County,11/1/2012,State Government Educational Services,N,1200
County,Ventura County,11/1/2012,State Government Excluding Education,N,1600
County,Ventura County,11/1/2012,Local Government Educational Services,N,19400
County,Ventura County,11/1/2012,Local Government excluding Educational Services,N,15100
County,Ventura County,11/1/2012,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9500
County,Ventura County,11/1/2012,      Leisure and Hospitality,N,33200
County,Ventura County,11/1/2012,Construction,N,12300
County,Ventura County,11/1/2012,          Insurance Carriers and Related Activities,N,4700
County,Ventura County,11/1/2012,      Professional and Business Services,N,42300
County,Ventura County,11/1/2012,"        Professional, Scientific, and Technical Services",N,16000
County,Ventura County,11/1/2012,Management of Companies and Enterprises,N,7500
County,Ventura County,11/1/2012,        Finance and Insurance,N,15100
County,Ventura County,11/1/2012,Employment Services,N,8700
County,Ventura County,11/1/2012,      Private Education and Health Services,N,38900
County,Ventura County,11/1/2012,        Accommodation and Food Services,N,28100
County,Ventura County,11/1/2012,Government,N,44500
County,Ventura County,11/1/2012,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,11/1/2012,Administrative and Support and Waste and Remediation Services,N,18800
County,Ventura County,11/1/2012,          Administrative and Support Services,N,18000
County,Ventura County,11/1/2012,Real Estate and Rental and Leasing,N,4300
County,Ventura County,11/1/2012,Other Services,N,9300
County,Ventura County,11/1/2012,Federal Government,N,7200
County,Ventura County,11/1/2012,      Mining and Logging,N,1200
County,Ventura County,11/1/2012,"     Mining, Logging and Construction",N,13500
County,Ventura County,11/1/2012,Goods Producing,N,37600
County,Ventura County,11/1/2012,"Trade, Transportation, and Utilities",N,58300
County,Ventura County,11/1/2012,Specialty Trade Contractors,N,8500
County,Ventura County,11/1/2012,Retail Trade,N,40100
County,Ventura County,11/1/2012,"        Transportation, Warehousing, and Utilities",N,5800
County,Ventura County,11/1/2012,      Information,N,5500
County,Ventura County,11/1/2012,          Transportation and Warehousing,N,4600
County,Ventura County,11/1/2012,      Financial Activities,N,19400
County,Ventura County,11/1/2012,"Total, All Industries",N,315800
County,Ventura County,11/1/2012,Total Farm,N,26800
County,Ventura County,11/1/2012,Total Nonfarm,N,289000
County,Ventura County,11/1/2012,Total Private,N,244500
County,Ventura County,11/1/2012,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,6600
County,Ventura County,11/1/2012,Durable Goods,N,18200
County,Ventura County,11/1/2012,          Computer and Electronic Product Manufacturing,N,5300
County,Ventura County,11/1/2012,Service-Providing,N,251400
County,Ventura County,11/1/2012,Manufacturing,N,24100
County,Ventura County,11/1/2012,Wholesale Trade,N,12400
County,Ventura County,11/1/2012,          Food and Beverage Retailers,N,7800
County,Ventura County,11/1/2012,Non-durable Goods,N,5900
County,Ventura County,11/1/2012,Chemical Manufacturing,N,1900
County,Ventura County,11/1/2012,Private Service Providing,N,206900
County,Ventura County,11/1/2012,General Merchandise Retailers,N,7000
County,Ventura County,11/1/2012,Total Nonfarm,Y,284700
County,Ventura County,12/1/2012,Total State and Local Government,N,37000
County,Ventura County,12/1/2012,Special Districts plus Tribes,N,2100
County,Ventura County,12/1/2012,County Government,N,8600
County,Ventura County,12/1/2012,State Government,N,2800
County,Ventura County,12/1/2012,City Government,N,4300
County,Ventura County,12/1/2012,Local Government,N,34200
County,Ventura County,12/1/2012,Department of Defense,N,4900
County,Ventura County,12/1/2012,Local Government excluding Educational Services,N,15000
County,Ventura County,12/1/2012,Local Government Educational Services,N,19200
County,Ventura County,12/1/2012,State Government Excluding Education,N,1600
County,Ventura County,12/1/2012,State Government Educational Services,N,1200
County,Ventura County,12/1/2012,      Professional and Business Services,N,42500
County,Ventura County,12/1/2012,          Insurance Carriers and Related Activities,N,4600
County,Ventura County,12/1/2012,"        Professional, Scientific, and Technical Services",N,16300
County,Ventura County,12/1/2012,      Private Education and Health Services,N,39400
County,Ventura County,12/1/2012,Employment Services,N,8600
County,Ventura County,12/1/2012,        Finance and Insurance,N,15100
County,Ventura County,12/1/2012,Management of Companies and Enterprises,N,7600
County,Ventura County,12/1/2012,Government,N,44200
County,Ventura County,12/1/2012,        Accommodation and Food Services,N,27800
County,Ventura County,12/1/2012,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9500
County,Ventura County,12/1/2012,      Leisure and Hospitality,N,32900
County,Ventura County,12/1/2012,Construction,N,12400
County,Ventura County,12/1/2012,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,12/1/2012,Administrative and Support and Waste and Remediation Services,N,18600
County,Ventura County,12/1/2012,          Administrative and Support Services,N,17800
County,Ventura County,12/1/2012,Real Estate and Rental and Leasing,N,4300
County,Ventura County,12/1/2012,Other Services,N,9300
County,Ventura County,12/1/2012,Federal Government,N,7200
County,Ventura County,12/1/2012,      Mining and Logging,N,1200
County,Ventura County,12/1/2012,"     Mining, Logging and Construction",N,13600
County,Ventura County,12/1/2012,Goods Producing,N,37700
County,Ventura County,12/1/2012,"Trade, Transportation, and Utilities",N,58900
County,Ventura County,12/1/2012,Specialty Trade Contractors,N,8500
County,Ventura County,12/1/2012,Retail Trade,N,40400
County,Ventura County,12/1/2012,      Information,N,5600
County,Ventura County,12/1/2012,"        Transportation, Warehousing, and Utilities",N,6000
County,Ventura County,12/1/2012,          Transportation and Warehousing,N,4700
County,Ventura County,12/1/2012,      Financial Activities,N,19400
County,Ventura County,12/1/2012,"Total, All Industries",N,314900
County,Ventura County,12/1/2012,Total Farm,N,25000
County,Ventura County,12/1/2012,Total Private,N,245700
County,Ventura County,12/1/2012,Total Nonfarm,N,289900
County,Ventura County,12/1/2012,Service-Providing,N,252200
County,Ventura County,12/1/2012,          Computer and Electronic Product Manufacturing,N,5300
County,Ventura County,12/1/2012,Durable Goods,N,18200
County,Ventura County,12/1/2012,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,6300
County,Ventura County,12/1/2012,Manufacturing,N,24100
County,Ventura County,12/1/2012,          Food and Beverage Retailers,N,8000
County,Ventura County,12/1/2012,Wholesale Trade,N,12500
County,Ventura County,12/1/2012,General Merchandise Retailers,N,7300
County,Ventura County,12/1/2012,Private Service Providing,N,208000
County,Ventura County,12/1/2012,Chemical Manufacturing,N,1800
County,Ventura County,12/1/2012,Non-durable Goods,N,5900
County,Ventura County,12/1/2012,Total Nonfarm,Y,285500
County,Ventura County,01/1/2013,          Insurance Carriers and Related Activities,N,4400
County,Ventura County,01/1/2013,"        Professional, Scientific, and Technical Services",N,16000
County,Ventura County,01/1/2013,      Professional and Business Services,N,42100
County,Ventura County,01/1/2013,      Leisure and Hospitality,N,32400
County,Ventura County,01/1/2013,Federal Government,N,7100
County,Ventura County,01/1/2013,Other Services,N,9400
County,Ventura County,01/1/2013,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9500
County,Ventura County,01/1/2013,Service-Providing,N,247600
County,Ventura County,01/1/2013,          Computer and Electronic Product Manufacturing,N,5200
County,Ventura County,01/1/2013,Durable Goods,N,18100
County,Ventura County,01/1/2013,Chemical Manufacturing,N,1900
County,Ventura County,01/1/2013,Non-durable Goods,N,5900
County,Ventura County,01/1/2013,Specialty Trade Contractors,N,8400
County,Ventura County,01/1/2013,Private Service Providing,N,203800
County,Ventura County,01/1/2013,"Trade, Transportation, and Utilities",N,56100
County,Ventura County,01/1/2013,        Finance and Insurance,N,14800
County,Ventura County,01/1/2013,Government,N,43800
County,Ventura County,01/1/2013,        Accommodation and Food Services,N,27500
County,Ventura County,01/1/2013,Real Estate and Rental and Leasing,N,4300
County,Ventura County,01/1/2013,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,01/1/2013,      Private Education and Health Services,N,39300
County,Ventura County,01/1/2013,Employment Services,N,8600
County,Ventura County,01/1/2013,Management of Companies and Enterprises,N,7700
County,Ventura County,01/1/2013,          Administrative and Support Services,N,17600
County,Ventura County,01/1/2013,Administrative and Support and Waste and Remediation Services,N,18400
County,Ventura County,01/1/2013,Wholesale Trade,N,12300
County,Ventura County,01/1/2013,Manufacturing,N,24000
County,Ventura County,01/1/2013,      Financial Activities,N,19100
County,Ventura County,01/1/2013,          Transportation and Warehousing,N,4600
County,Ventura County,01/1/2013,Total Nonfarm,N,285000
County,Ventura County,01/1/2013,Goods Producing,N,37400
County,Ventura County,01/1/2013,Total Private,N,241200
County,Ventura County,01/1/2013,"Total, All Industries",N,309200
County,Ventura County,01/1/2013,      Mining and Logging,N,1200
County,Ventura County,01/1/2013,Total Farm,N,24200
County,Ventura County,01/1/2013,Construction,N,12200
County,Ventura County,01/1/2013,State Government,N,2700
County,Ventura County,01/1/2013,Total State and Local Government,N,36700
County,Ventura County,01/1/2013,General Merchandise Retailers,N,6600
County,Ventura County,01/1/2013,Retail Trade,N,38100
County,Ventura County,01/1/2013,Special Districts plus Tribes,N,2000
County,Ventura County,01/1/2013,County Government,N,8600
County,Ventura County,01/1/2013,      Information,N,5400
County,Ventura County,01/1/2013,"        Transportation, Warehousing, and Utilities",N,5700
County,Ventura County,01/1/2013,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,5500
County,Ventura County,01/1/2013,          Food and Beverage Retailers,N,7900
County,Ventura County,01/1/2013,State Government Excluding Education,N,1600
County,Ventura County,01/1/2013,State Government Educational Services,N,1100
County,Ventura County,01/1/2013,Local Government excluding Educational Services,N,14900
County,Ventura County,01/1/2013,Local Government Educational Services,N,19100
County,Ventura County,01/1/2013,City Government,N,4300
County,Ventura County,01/1/2013,Local Government,N,34000
County,Ventura County,01/1/2013,Department of Defense,N,4800
County,Ventura County,01/1/2013,"     Mining, Logging and Construction",N,13400
County,Ventura County,01/1/2013,Total Nonfarm,Y,286700
County,Ventura County,02/1/2013,          Insurance Carriers and Related Activities,N,4400
County,Ventura County,02/1/2013,      Professional and Business Services,N,42200
County,Ventura County,02/1/2013,"        Professional, Scientific, and Technical Services",N,16200
County,Ventura County,02/1/2013,Other Services,N,9500
County,Ventura County,02/1/2013,Federal Government,N,7100
County,Ventura County,02/1/2013,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9600
County,Ventura County,02/1/2013,      Leisure and Hospitality,N,32900
County,Ventura County,02/1/2013,Durable Goods,N,18100
County,Ventura County,02/1/2013,          Computer and Electronic Product Manufacturing,N,5200
County,Ventura County,02/1/2013,Service-Providing,N,249500
County,Ventura County,02/1/2013,Chemical Manufacturing,N,1900
County,Ventura County,02/1/2013,Specialty Trade Contractors,N,8400
County,Ventura County,02/1/2013,Non-durable Goods,N,5900
County,Ventura County,02/1/2013,Private Service Providing,N,205100
County,Ventura County,02/1/2013,"Trade, Transportation, and Utilities",N,55800
County,Ventura County,02/1/2013,        Finance and Insurance,N,14800
County,Ventura County,02/1/2013,        Accommodation and Food Services,N,27900
County,Ventura County,02/1/2013,Government,N,44400
County,Ventura County,02/1/2013,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,02/1/2013,Real Estate and Rental and Leasing,N,4300
County,Ventura County,02/1/2013,      Private Education and Health Services,N,40200
County,Ventura County,02/1/2013,Management of Companies and Enterprises,N,7600
County,Ventura County,02/1/2013,Employment Services,N,8600
County,Ventura County,02/1/2013,Administrative and Support and Waste and Remediation Services,N,18400
County,Ventura County,02/1/2013,          Administrative and Support Services,N,17600
County,Ventura County,02/1/2013,Manufacturing,N,24000
County,Ventura County,02/1/2013,Wholesale Trade,N,12400
County,Ventura County,02/1/2013,      Financial Activities,N,19100
County,Ventura County,02/1/2013,          Transportation and Warehousing,N,4600
County,Ventura County,02/1/2013,Total Nonfarm,N,287000
County,Ventura County,02/1/2013,Total Private,N,242600
County,Ventura County,02/1/2013,Goods Producing,N,37500
County,Ventura County,02/1/2013,"Total, All Industries",N,315200
County,Ventura County,02/1/2013,Total Farm,N,28200
County,Ventura County,02/1/2013,      Mining and Logging,N,1200
County,Ventura County,02/1/2013,Total State and Local Government,N,37300
County,Ventura County,02/1/2013,State Government,N,2800
County,Ventura County,02/1/2013,Construction,N,12300
County,Ventura County,02/1/2013,County Government,N,8600
County,Ventura County,02/1/2013,General Merchandise Retailers,N,6300
County,Ventura County,02/1/2013,Retail Trade,N,37600
County,Ventura County,02/1/2013,Special Districts plus Tribes,N,2000
County,Ventura County,02/1/2013,          Food and Beverage Retailers,N,8100
County,Ventura County,02/1/2013,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,5100
County,Ventura County,02/1/2013,"        Transportation, Warehousing, and Utilities",N,5800
County,Ventura County,02/1/2013,      Information,N,5400
County,Ventura County,02/1/2013,State Government Educational Services,N,1200
County,Ventura County,02/1/2013,State Government Excluding Education,N,1600
County,Ventura County,02/1/2013,Local Government Educational Services,N,19600
County,Ventura County,02/1/2013,Local Government excluding Educational Services,N,14900
County,Ventura County,02/1/2013,City Government,N,4300
County,Ventura County,02/1/2013,Department of Defense,N,4800
County,Ventura County,02/1/2013,Local Government,N,34500
County,Ventura County,02/1/2013,"     Mining, Logging and Construction",N,13500
County,Ventura County,02/1/2013,Total Nonfarm,Y,287800
County,Ventura County,03/1/2013,          Insurance Carriers and Related Activities,N,4300
County,Ventura County,03/1/2013,Real Estate and Rental and Leasing,N,4400
County,Ventura County,03/1/2013,"        Professional, Scientific, and Technical Services",N,16400
County,Ventura County,03/1/2013,      Professional and Business Services,N,42600
County,Ventura County,03/1/2013,Federal Government,N,7100
County,Ventura County,03/1/2013,Other Services,N,9500
County,Ventura County,03/1/2013,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9600
County,Ventura County,03/1/2013,      Leisure and Hospitality,N,33000
County,Ventura County,03/1/2013,"Trade, Transportation, and Utilities",N,55400
County,Ventura County,03/1/2013,Service-Providing,N,250000
County,Ventura County,03/1/2013,          Computer and Electronic Product Manufacturing,N,5200
County,Ventura County,03/1/2013,Durable Goods,N,18300
County,Ventura County,03/1/2013,Chemical Manufacturing,N,1900
County,Ventura County,03/1/2013,Non-durable Goods,N,5900
County,Ventura County,03/1/2013,Specialty Trade Contractors,N,8300
County,Ventura County,03/1/2013,Private Service Providing,N,205400
County,Ventura County,03/1/2013,        Finance and Insurance,N,14800
County,Ventura County,03/1/2013,Government,N,44600
County,Ventura County,03/1/2013,        Accommodation and Food Services,N,28000
County,Ventura County,03/1/2013,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,03/1/2013,      Private Education and Health Services,N,40300
County,Ventura County,03/1/2013,Employment Services,N,8800
County,Ventura County,03/1/2013,Management of Companies and Enterprises,N,7600
County,Ventura County,03/1/2013,          Administrative and Support Services,N,17800
County,Ventura County,03/1/2013,Administrative and Support and Waste and Remediation Services,N,18600
County,Ventura County,03/1/2013,Wholesale Trade,N,12500
County,Ventura County,03/1/2013,Manufacturing,N,24200
County,Ventura County,03/1/2013,      Financial Activities,N,19200
County,Ventura County,03/1/2013,          Transportation and Warehousing,N,4600
County,Ventura County,03/1/2013,Total Nonfarm,N,287600
County,Ventura County,03/1/2013,Goods Producing,N,37600
County,Ventura County,03/1/2013,Total Private,N,243000
County,Ventura County,03/1/2013,"Total, All Industries",N,318200
County,Ventura County,03/1/2013,      Mining and Logging,N,1200
County,Ventura County,03/1/2013,Total Farm,N,30600
County,Ventura County,03/1/2013,County Government,N,8600
County,Ventura County,03/1/2013,Construction,N,12200
County,Ventura County,03/1/2013,State Government,N,2800
County,Ventura County,03/1/2013,Total State and Local Government,N,37500
County,Ventura County,03/1/2013,General Merchandise Retailers,N,6300
County,Ventura County,03/1/2013,Retail Trade,N,37200
County,Ventura County,03/1/2013,Special Districts plus Tribes,N,2100
County,Ventura County,03/1/2013,      Information,N,5400
County,Ventura County,03/1/2013,"        Transportation, Warehousing, and Utilities",N,5700
County,Ventura County,03/1/2013,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,5000
County,Ventura County,03/1/2013,          Food and Beverage Retailers,N,8000
County,Ventura County,03/1/2013,State Government Excluding Education,N,1600
County,Ventura County,03/1/2013,State Government Educational Services,N,1200
County,Ventura County,03/1/2013,Local Government excluding Educational Services,N,15000
County,Ventura County,03/1/2013,Local Government Educational Services,N,19700
County,Ventura County,03/1/2013,City Government,N,4300
County,Ventura County,03/1/2013,Local Government,N,34700
County,Ventura County,03/1/2013,Department of Defense,N,4800
County,Ventura County,03/1/2013,"     Mining, Logging and Construction",N,13400
County,Ventura County,03/1/2013,Total Nonfarm,Y,287800
County,Ventura County,04/1/2013,Real Estate and Rental and Leasing,N,4300
County,Ventura County,04/1/2013,      Professional and Business Services,N,42500
County,Ventura County,04/1/2013,"        Professional, Scientific, and Technical Services",N,16100
County,Ventura County,04/1/2013,Other Services,N,9600
County,Ventura County,04/1/2013,Federal Government,N,7100
County,Ventura County,04/1/2013,          Insurance Carriers and Related Activities,N,4200
County,Ventura County,04/1/2013,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9400
County,Ventura County,04/1/2013,      Leisure and Hospitality,N,33400
County,Ventura County,04/1/2013,"Trade, Transportation, and Utilities",N,55500
County,Ventura County,04/1/2013,Durable Goods,N,18100
County,Ventura County,04/1/2013,          Computer and Electronic Product Manufacturing,N,5200
County,Ventura County,04/1/2013,Service-Providing,N,250000
County,Ventura County,04/1/2013,Chemical Manufacturing,N,1900
County,Ventura County,04/1/2013,Specialty Trade Contractors,N,8100
County,Ventura County,04/1/2013,Non-durable Goods,N,5900
County,Ventura County,04/1/2013,Private Service Providing,N,205600
County,Ventura County,04/1/2013,        Finance and Insurance,N,14500
County,Ventura County,04/1/2013,        Accommodation and Food Services,N,28400
County,Ventura County,04/1/2013,Government,N,44400
County,Ventura County,04/1/2013,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,04/1/2013,      Private Education and Health Services,N,40500
County,Ventura County,04/1/2013,Management of Companies and Enterprises,N,7600
County,Ventura County,04/1/2013,Employment Services,N,8900
County,Ventura County,04/1/2013,Administrative and Support and Waste and Remediation Services,N,18800
County,Ventura County,04/1/2013,          Administrative and Support Services,N,18000
County,Ventura County,04/1/2013,Manufacturing,N,24000
County,Ventura County,04/1/2013,Wholesale Trade,N,12500
County,Ventura County,04/1/2013,      Financial Activities,N,18800
County,Ventura County,04/1/2013,          Transportation and Warehousing,N,4600
County,Ventura County,04/1/2013,Total Nonfarm,N,287300
County,Ventura County,04/1/2013,State Government Educational Services,N,1200
County,Ventura County,04/1/2013,Total Private,N,242900
County,Ventura County,04/1/2013,Goods Producing,N,37300
County,Ventura County,04/1/2013,"Total, All Industries",N,320200
County,Ventura County,04/1/2013,Total Farm,N,32900
County,Ventura County,04/1/2013,      Mining and Logging,N,1200
County,Ventura County,04/1/2013,Total State and Local Government,N,37300
County,Ventura County,04/1/2013,State Government,N,2700
County,Ventura County,04/1/2013,Construction,N,12100
County,Ventura County,04/1/2013,County Government,N,8600
County,Ventura County,04/1/2013,Retail Trade,N,37200
County,Ventura County,04/1/2013,Special Districts plus Tribes,N,2200
County,Ventura County,04/1/2013,          Food and Beverage Retailers,N,7900
County,Ventura County,04/1/2013,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,5100
County,Ventura County,04/1/2013,"        Transportation, Warehousing, and Utilities",N,5800
County,Ventura County,04/1/2013,      Information,N,5300
County,Ventura County,04/1/2013,General Merchandise Retailers,N,6300
County,Ventura County,04/1/2013,State Government Excluding Education,N,1500
County,Ventura County,04/1/2013,Local Government Educational Services,N,19500
County,Ventura County,04/1/2013,Local Government excluding Educational Services,N,15100
County,Ventura County,04/1/2013,City Government,N,4300
County,Ventura County,04/1/2013,Department of Defense,N,4800
County,Ventura County,04/1/2013,Local Government,N,34600
County,Ventura County,04/1/2013,"     Mining, Logging and Construction",N,13300
County,Ventura County,04/1/2013,Total Nonfarm,Y,287400
County,Ventura County,05/1/2013,Real Estate and Rental and Leasing,N,4400
County,Ventura County,05/1/2013,"        Professional, Scientific, and Technical Services",N,15800
County,Ventura County,05/1/2013,      Professional and Business Services,N,42500
County,Ventura County,05/1/2013,Federal Government,N,7100
County,Ventura County,05/1/2013,Other Services,N,9600
County,Ventura County,05/1/2013,          Insurance Carriers and Related Activities,N,4300
County,Ventura County,05/1/2013,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9300
County,Ventura County,05/1/2013,      Leisure and Hospitality,N,34100
County,Ventura County,05/1/2013,"Trade, Transportation, and Utilities",N,55900
County,Ventura County,05/1/2013,Service-Providing,N,251800
County,Ventura County,05/1/2013,          Computer and Electronic Product Manufacturing,N,5200
County,Ventura County,05/1/2013,Durable Goods,N,18100
County,Ventura County,05/1/2013,Chemical Manufacturing,N,2000
County,Ventura County,05/1/2013,Non-durable Goods,N,5900
County,Ventura County,05/1/2013,Specialty Trade Contractors,N,8300
County,Ventura County,05/1/2013,Private Service Providing,N,206900
County,Ventura County,05/1/2013,        Finance and Insurance,N,14400
County,Ventura County,05/1/2013,Government,N,44900
County,Ventura County,05/1/2013,        Accommodation and Food Services,N,28900
County,Ventura County,05/1/2013,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,05/1/2013,      Private Education and Health Services,N,40600
County,Ventura County,05/1/2013,Employment Services,N,9100
County,Ventura County,05/1/2013,Management of Companies and Enterprises,N,7600
County,Ventura County,05/1/2013,          Administrative and Support Services,N,18200
County,Ventura County,05/1/2013,Administrative and Support and Waste and Remediation Services,N,19100
County,Ventura County,05/1/2013,Wholesale Trade,N,12600
County,Ventura County,05/1/2013,Manufacturing,N,24000
County,Ventura County,05/1/2013,      Financial Activities,N,18800
County,Ventura County,05/1/2013,          Transportation and Warehousing,N,4600
County,Ventura County,05/1/2013,Total Nonfarm,N,289300
County,Ventura County,05/1/2013,State Government Educational Services,N,1300
County,Ventura County,05/1/2013,Goods Producing,N,37500
County,Ventura County,05/1/2013,Total Private,N,244400
County,Ventura County,05/1/2013,"Total, All Industries",N,320500
County,Ventura County,05/1/2013,      Mining and Logging,N,1200
County,Ventura County,05/1/2013,Total Farm,N,31200
County,Ventura County,05/1/2013,County Government,N,8700
County,Ventura County,05/1/2013,Construction,N,12300
County,Ventura County,05/1/2013,State Government,N,2800
County,Ventura County,05/1/2013,Total State and Local Government,N,37800
County,Ventura County,05/1/2013,Retail Trade,N,37500
County,Ventura County,05/1/2013,Special Districts plus Tribes,N,2200
County,Ventura County,05/1/2013,      Information,N,5400
County,Ventura County,05/1/2013,"        Transportation, Warehousing, and Utilities",N,5800
County,Ventura County,05/1/2013,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",N,5100
County,Ventura County,05/1/2013,          Food and Beverage Retailers,N,8100
County,Ventura County,05/1/2013,General Merchandise Retailers,N,6400
County,Ventura County,05/1/2013,State Government Excluding Education,N,1500
County,Ventura County,05/1/2013,Local Government excluding Educational Services,N,15300
County,Ventura County,05/1/2013,Local Government Educational Services,N,19700
County,Ventura County,05/1/2013,City Government,N,4400
County,Ventura County,05/1/2013,Local Government,N,35000
County,Ventura County,05/1/2013,Department of Defense,N,4800
County,Ventura County,05/1/2013,"     Mining, Logging and Construction",N,13500
County,Ventura County,05/1/2013,Total Nonfarm,Y,288400
County,Ventura County,06/1/2013,Real Estate and Rental and Leasing,N,4400
County,Ventura County,06/1/2013,      Professional and Business Services,N,42500
County,Ventura County,06/1/2013,"        Professional, Scientific, and Technical Services",N,15800
County,Ventura County,06/1/2013,Other Services,N,9600
County,Ventura County,06/1/2013,Federal Government,N,7000
County,Ventura County,06/1/2013,          Insurance Carriers and Related Activities,N,4300
County,Ventura County,06/1/2013,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,9200
County,Ventura County,06/1/2013,      Leisure and Hospitality,N,34100
County,Ventura County,06/1/2013,"Trade, Transportation, and Utilities",N,56000
County,Ventura County,06/1/2013,Durable Goods,N,18100
County,Ventura County,06/1/2013,          Computer and Electronic Product Manufacturing,N,5200
County,Ventura County,06/1/2013,Service-Providing,N,250800
County,Ventura County,06/1/2013,Chemical Manufacturing,N,2000
County,Ventura County,06/1/2013,Specialty Trade Contractors,N,8300
County,Ventura County,06/1/2013,Non-durable Goods,N,6000
County,Ventura County,06/1/2013,Private Service Providing,N,206100
County,Ventura County,06/1/2013,        Finance and Insurance,N,14300
County,Ventura County,06/1/2013,        Accommodation and Food Services,N,29000
County,Ventura County,06/1/2013,Government,N,44700
County,Ventura County,06/1/2013,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,06/1/2013,      Private Education and Health Services,N,39800
County,Ventura County,06/1/2013,Management of Companies and Enterprises,N,7600
County,Ventura County,06/1/2013,Employment Services,N,9200
County,Ventura County,06/1/2013,Administrative and Support and Waste and Remediation Services,N,19100
County,Ventura County,06/1/2013,          Administrative and Support Services,N,18300
County,Ventura County,06/1/2013,Manufacturing,N,24100
County,Ventura County,06/1/2013,Wholesale Trade,N,12600
